datetime,close,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
2023-05-02 09:31:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:32:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:33:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:34:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:35:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:36:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:37:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:38:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:39:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:40:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:41:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:42:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:43:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:44:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:45:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:46:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:47:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:48:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:49:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:50:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:51:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:52:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:53:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:54:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:55:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:56:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:57:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:58:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 09:59:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:00:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:01:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:02:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:03:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:04:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:05:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:06:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:07:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:08:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:09:00,700.0,NFO,18-MAY-2023,700.0,700.0,700.0,0,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:10:00,737.7,NFO,18-MAY-2023,737.7,700.0,700.0,4400,Options,Call,NIFTY,17500.0,50.0
2023-05-02 10:11:00,736.25,NFO,18-MAY-2023,737.7,736.25,737.7,4400,Options,Call,NIFTY,17500.0,50.0
2023-05-02 10:12:00,736.25,NFO,18-MAY-2023,736.25,736.25,736.25,4400,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:13:00,730.0,NFO,18-MAY-2023,736.25,730.0,736.25,4400,Options,Call,NIFTY,17500.0,200.0
2023-05-02 10:14:00,730.0,NFO,18-MAY-2023,730.0,730.0,730.0,4350,Options,Call,NIFTY,17500.0,200.0
2023-05-02 10:15:00,730.0,NFO,18-MAY-2023,730.0,730.0,730.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:16:00,730.0,NFO,18-MAY-2023,730.0,730.0,730.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:17:00,730.0,NFO,18-MAY-2023,730.0,730.0,730.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:18:00,730.0,NFO,18-MAY-2023,730.0,730.0,730.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:19:00,730.0,NFO,18-MAY-2023,730.0,730.0,730.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:20:00,730.0,NFO,18-MAY-2023,730.0,730.0,730.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:21:00,725.0,NFO,18-MAY-2023,730.0,725.0,730.0,4350,Options,Call,NIFTY,17500.0,50.0
2023-05-02 10:22:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:23:00,719.95,NFO,18-MAY-2023,725.0,719.95,725.0,4350,Options,Call,NIFTY,17500.0,250.0
2023-05-02 10:24:00,719.95,NFO,18-MAY-2023,719.95,719.95,719.95,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:25:00,719.95,NFO,18-MAY-2023,719.95,719.95,719.95,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:26:00,719.95,NFO,18-MAY-2023,719.95,719.95,719.95,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:27:00,719.95,NFO,18-MAY-2023,719.95,719.95,719.95,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:28:00,719.95,NFO,18-MAY-2023,719.95,719.95,719.95,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:29:00,719.95,NFO,18-MAY-2023,719.95,719.95,719.95,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:30:00,719.95,NFO,18-MAY-2023,719.95,719.95,719.95,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:31:00,719.95,NFO,18-MAY-2023,719.95,719.95,719.95,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:32:00,719.95,NFO,18-MAY-2023,719.95,719.95,719.95,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:33:00,719.95,NFO,18-MAY-2023,719.95,719.95,719.95,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:34:00,719.95,NFO,18-MAY-2023,719.95,719.95,719.95,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:35:00,720.0,NFO,18-MAY-2023,720.0,719.95,719.95,4350,Options,Call,NIFTY,17500.0,50.0
2023-05-02 10:36:00,720.0,NFO,18-MAY-2023,720.0,720.0,720.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:37:00,725.0,NFO,18-MAY-2023,725.0,720.0,720.0,4350,Options,Call,NIFTY,17500.0,50.0
2023-05-02 10:38:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:39:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:40:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:41:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:42:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:43:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:44:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:45:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:46:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:47:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:48:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:49:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:50:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:51:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:52:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:53:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:54:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:55:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:56:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:57:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 10:58:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,50.0
2023-05-02 10:59:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:00:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:01:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:02:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:03:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:04:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:05:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:06:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:07:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:08:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:09:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:10:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:11:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:12:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:13:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:14:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:15:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:16:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:17:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:18:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:19:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:20:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:21:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:22:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:23:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:24:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:25:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:26:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:27:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:28:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:29:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:30:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:31:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:32:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:33:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:34:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:35:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:36:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:37:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:38:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:39:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:40:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:41:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:42:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:43:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:44:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:45:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:46:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:47:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:48:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:49:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:50:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:51:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:52:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:53:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:54:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:55:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:56:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:57:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:58:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 11:59:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:00:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:01:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:02:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:03:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:04:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:05:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:06:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:07:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:08:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:09:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:10:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:11:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:12:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:13:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:14:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:15:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:16:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:17:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:18:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:19:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:20:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:21:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:22:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:23:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:24:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:25:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:26:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:27:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:28:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:29:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:30:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:31:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:32:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:33:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:34:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:35:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:36:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:37:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:38:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:39:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:40:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:41:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:42:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:43:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:44:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
2023-05-02 12:45:00,725.0,NFO,18-MAY-2023,725.0,725.0,725.0,4350,Options,Call,NIFTY,17500.0,0.0
